wallet,mint,sample_group,first_buy_tx,first_buy_time,last_sell_time,realized_pnl_sol,realized_roi,holding_seconds,entry_label,holding_label,exit_label,pre_5m_return,pre_20m_return,pre_5m_volume_spike,entry_range_position,max_runup_during_holding,max_drawdown_during_holding,exit_efficiency,post_exit_20m_return,kline_file
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2vDVTKZNE96oJfeXeHQ618BGKS9ud493KReqgKXcpump,loss,2xKx4s4LNKs81sQdJj1LXTrNCg6jwYP7Mnxea8Sn9vNf8E4T7HbgL8Yw8n5NKa8YtauXWAbDoVw7CVDCtGNcQzys,2026-04-29T03:14:13+00:00,2026-04-29T03:14:36+00:00,-0.010666891,-0.020428000,23,unclear_entry,very_short_holding,fast_stop_loss,-0.178983751,0.083545935,1.011903544,0.281588806,0.085123961,-0.181284920,0.921553699,2.464054257,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/2vDVTKZNE96oJfeXeHQ618BGKS9ud493KReqgKXcpump_1m_1777431253_1777433676.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CPWrXBsW6WgcVXyko8JsVgDRpaSm1xub9s9HGAx8pump,loss,3nMdfSB8DuZWi9RVY5Ra1UqMbVXSswLRHnMpujysW2iTfEFLhEpssmkeSzavr3Xq6214tsWToiDe33zhCfsyWdS4,2026-04-29T03:14:57+00:00,2026-04-29T03:15:07+00:00,-0.028279093,-0.051830000,10,unclear_entry,very_short_holding,fast_stop_loss,,,,0.626490801,0.177770446,-0.291045351,0.920024273,-0.223328218,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/CPWrXBsW6WgcVXyko8JsVgDRpaSm1xub9s9HGAx8pump_1m_1777431297_1777433707.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,vm9z1CxCjgxxevWk1qfYow9SwBw1McM1UoDt3RJpump,loss,5t4vGatVyST2AuSV8TVNo54BgTzYL5CciQnvMajJ21dReykDw87gAuR1VniVYpfYzHzjvbPWP6fzDX3JV8wCSJCF,2026-04-29T03:16:31+00:00,2026-04-29T03:16:38+00:00,-0.170530686,-0.330188000,7,dip_or_rebound_entry,fast_runup_holding,fast_stop_loss,-0.330094294,-0.330094294,1.483835082,0.078247678,0.924281477,0.000000000,0.519674493,-0.077971165,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/vm9z1CxCjgxxevWk1qfYow9SwBw1McM1UoDt3RJpump_1m_1777431391_1777433798.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DGaWTm2cyRNuwgGpfV1WhFQ4jhpfi6x1HcUNKc8Wpump,loss,65rfpgwyo1L3xohGYdFZ6hLHW56rkRatMgBS7xx25CepuQ8C9DkaSPX6yqMecTxhtK6KJRA4PbwPbMEjRiWqHvb3,2026-04-29T03:27:40+00:00,2026-04-29T03:28:20+00:00,-0.006247649,-0.012500000,40,high_range_entry,very_short_holding,fast_stop_loss,0.136554997,0.136554997,0.529300006,1.000000000,0.000000000,-0.113573900,0.942356797,-0.157092800,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DGaWTm2cyRNuwgGpfV1WhFQ4jhpfi6x1HcUNKc8Wpump_1m_1777432060_1777434500.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,524zXrkbMkoDF8tZSy45PwTNb9pNgvwx5VSdk2R4pump,profit,292LdonVJRe8iUaDyXTVZg8jtH9a2kLS5jHY9CTyDzBSi1uYHYiW9PDuX4GsMEmp8TxZv5kZYJQfzGjUwYqWX6YA,2026-04-29T03:27:59+00:00,2026-04-29T03:28:37+00:00,0.506645819,0.980579000,38,high_range_entry,fast_runup_holding,efficient_take_profit,,,,1.000000000,1.807650952,-0.569532220,0.964258825,0.610318256,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/524zXrkbMkoDF8tZSy45PwTNb9pNgvwx5VSdk2R4pump_1m_1777432079_1777434517.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,eqqewyvQimbTq83juJwT6Gt6FzAqnoikGB9kw4hpump,loss,4iG2Nxt9kcTV9w4uYwp8isDZJcKLNAphoRzAYmZgQQGNCTHwu98juukF6gH5iiuPxmPKobdf6B4Hcse3dBoVnt96,2026-04-29T03:28:35+00:00,2026-04-29T03:30:54+00:00,-0.237017390,-0.155133000,139,breakout_volume_entry,adds_with_profit_potential,effective_risk_exit,0.253316434,0.253316434,11.978856830,0.691836666,0.671834672,-0.503688188,0.883086946,-0.641663674,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/eqqewyvQimbTq83juJwT6Gt6FzAqnoikGB9kw4hpump_1m_1777432115_1777434654.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8TwGaAgqQ9ovYfNwBGBLJbnYqRKmBEQiLNHRBSeTpump,profit,4MFgYbcTCJ5TdiJTWi3mNvgdRy5iXX1cpHqF39rqDWepZBsoq5rqBsrYFdHEzTdEAMbhbKb6dfiXjVmPTmWT6vPH,2026-04-29T03:31:00+00:00,2026-04-29T03:33:23+00:00,0.052515755,0.047146000,143,breakout_volume_entry,adds_with_profit_potential,pullback_take_profit,1.356667429,1.356667429,332.963115826,0.348589769,1.075759121,-0.575671990,0.645047019,-0.679597147,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/8TwGaAgqQ9ovYfNwBGBLJbnYqRKmBEQiLNHRBSeTpump_1m_1777432260_1777434803.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,14hDBCzrLQJa7kLfmaJoahVNxMG8asYHrUga9jrdpump,loss,5w7EfcY362MPxp4r7YxqxwAF9fZ4iP738eXUWjwvp4WxvT1ufnwg8DePRSCwMhP3u3W4CSYN8KiPbMBqzgCrYZLq,2026-04-29T03:35:23+00:00,2026-04-29T03:35:49+00:00,-0.056576104,-0.113237000,26,unclear_entry,very_short_holding,fast_stop_loss,0.073664635,0.073664635,1.025966838,0.120213393,0.475795729,-0.074767053,0.677600551,-0.083988879,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/14hDBCzrLQJa7kLfmaJoahVNxMG8asYHrUga9jrdpump_1m_1777432523_1777434949.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,GwJAwXGGU8oB4ZDqksCe6wQPdNyX2j5xZDXv9qq5pump,loss,1W9QtoCE4Muszpz7B6rCfNKBYbHCPzyFcyRhwGZ6nAvSTT1MUb7fKE9t7oDpioAiYeJWrSSauTykc8HyvxWCz4i,2026-04-29T03:37:39+00:00,2026-04-29T03:38:00+00:00,-0.002718544,-0.005437000,21,unclear_entry,large_drawdown_tolerated,fast_stop_loss,-0.002734037,-0.002734037,1.067897804,0.744934300,0.114984844,-0.302839344,0.693976826,-0.215085664,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/GwJAwXGGU8oB4ZDqksCe6wQPdNyX2j5xZDXv9qq5pump_1m_1777432659_1777435080.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,4tvpDeku9ErHjwa51yAobJH7sVmMuXUChYcnMG1Bpump,profit,3F9TzrBqw9S7A3NmABTtWTjLRL498D3hq6g9SwCasTAnjyAxPHX1JDN6GbPogFfhhs7PxVPMpvwc9h4kmExSiHUN,2026-04-29T03:43:22+00:00,2026-04-29T03:44:09+00:00,0.017610669,0.017618000,47,breakout_volume_entry,adds_under_drawdown_risk,efficient_take_profit,0.391107354,0.391107354,12.456169013,0.866675013,0.195018980,-0.281148218,0.970794066,-0.410579381,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/4tvpDeku9ErHjwa51yAobJH7sVmMuXUChYcnMG1Bpump_1m_1777433002_1777435449.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Cw1Bi3VRZtUuHkKqFhgiT5mPduLX6YS6mEaz2hrBpump,loss,4mUjR6oX96mTwwusWbNBR64HerpETmX5tNrZ9cJJj9LUpmv2jvL2sBGmmf4SExuh18h9Wcy9JzE7iw6osVYeUDij,2026-04-29T03:47:45+00:00,2026-04-29T03:48:30+00:00,-0.001255558,-0.002511000,45,high_range_entry,large_drawdown_tolerated,fast_stop_loss,,,,0.816647529,0.278514608,-0.701501944,0.621249067,-0.364219131,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Cw1Bi3VRZtUuHkKqFhgiT5mPduLX6YS6mEaz2hrBpump_1m_1777433265_1777435710.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,JEGXcUidPy51rP15JPzdqpLLYJz72qB736rAH59Mpump,loss,2oj331EaYeSqJCAXpJmA7mpWtcuBZ5FfoA6vcdwoGpXhKbWjnSZCV42ZRcEABmNNxdqYk8R7gY7KHvGgYKhnTukK,2026-04-29T03:50:14+00:00,2026-04-29T03:50:26+00:00,-0.176495033,-0.340270000,12,breakout_volume_entry,fast_runup_holding,fast_stop_loss,-0.641203845,-0.641203845,3.104480590,0.000000000,2.413326386,0.000000000,0.292969346,-0.035108577,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/JEGXcUidPy51rP15JPzdqpLLYJz72qB736rAH59Mpump_1m_1777433414_1777435826.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,81n9oxHutLoQkRvjdn83aaofk8NR7dFVLxcCoDD2pump,loss,3peDsnnXb6TyM76it6EMsyzjjhpkpmhqHztizYtKtGPvNrzAd3SHKzEERQzbtPPXoTTjGs6odsXT9bncGRXp6FEh,2026-04-29T03:56:51+00:00,2026-04-29T04:00:15+00:00,-0.036165130,-0.035721000,204,unclear_entry,adds_with_profit_potential,unclear_exit,-0.033375533,-0.033375533,0.318861426,0.083712367,0.334826003,-0.151738595,0.647864981,-0.031903872,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/81n9oxHutLoQkRvjdn83aaofk8NR7dFVLxcCoDD2pump_1m_1777433811_1777436415.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,FkkPfxF9yiJKZ1u6VAFDgK7Tn9gxm6V1kMtU8BZipump,loss,5PXfwcBZnypkvC9WHPEa13CC5Ax9UHasmSJT95NdrHcq6HzaTPVMdMfhx61RQQ87qRY9gX7onYNafYnBFLq937xo,2026-04-29T03:57:18+00:00,2026-04-29T03:57:40+00:00,-0.068974855,-0.137976000,22,dip_or_rebound_entry,fast_runup_holding,fast_stop_loss,-0.344415291,-0.344415291,1.064253277,0.302243396,0.695851533,-0.021492168,0.589674261,-0.344391585,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/FkkPfxF9yiJKZ1u6VAFDgK7Tn9gxm6V1kMtU8BZipump_1m_1777433838_1777436260.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Gj2wMDacswzYG43CgpwCcWRihPhGsLQJf5F11hhvpump,profit,25T89HF9RDTxPLQx83SwhDrbUkFWKQ13Hr4YV76vXecraSHZy53VvHrQcYXjnmPvwyG43y9bswpY1HFcBY9GG7cz,2026-04-29T03:57:42+00:00,2026-04-29T03:59:11+00:00,0.123325817,0.246679000,89,breakout_volume_entry,fast_runup_holding,efficient_take_profit,3.989584560,3.989584560,2.850866981,0.860447899,0.796999578,-0.799582513,0.954680648,-0.520745581,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Gj2wMDacswzYG43CgpwCcWRihPhGsLQJf5F11hhvpump_1m_1777433862_1777436351.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DxEjXMRWihmQLztaKDGRSgr1EjH4zkvvPxnoe2Z6pump,profit,2ECxDjZaAiqo3akmeuCXAK6KcTLbsbi43oZBYWS9xNkbexyCaug9ehwweZzKdCAKDKMyUiaj98PvbZDFda1NXWWV,2026-04-29T04:00:57+00:00,2026-04-29T04:02:18+00:00,0.301767631,0.292417000,81,high_range_entry,adds_with_profit_potential,efficient_take_profit,0.360343073,0.360343073,0.346237243,1.000000000,0.567160890,-0.280155727,0.847119410,-0.487185728,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DxEjXMRWihmQLztaKDGRSgr1EjH4zkvvPxnoe2Z6pump_1m_1777434057_1777436538.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,75X3YgCpLaEqMTz5TabNX4Mo51mZctaxa8aRbUedpump,loss,3cHNWXuHemHRsb4Qwft5DCtvcE8GHbAJZHW3ZhegNinUrP6Md8sMuGYhqdwetJJoUiyPY1kiWx1dWiHHFhiTzNJM,2026-04-29T04:17:14+00:00,2026-04-29T04:17:29+00:00,-0.021591778,-0.219401000,15,unclear_entry,fast_runup_holding,fast_stop_loss,,,,0.164916815,1.402931603,-0.277058640,0.416158329,-0.337864140,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/75X3YgCpLaEqMTz5TabNX4Mo51mZctaxa8aRbUedpump_1m_1777435034_1777437449.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2uRdYXZcC6WrsL55aNN3Y22wrT6kHYb3QE3J75F4pump,profit,4xaZ26TKBr6rZR57NigRi87qCiJFVvwjD36aZGHF497gqeYQXxixydpGUvihPeiircMh2DDYavWdkLS5MXq6LB92,2026-04-29T04:18:20+00:00,2026-04-29T04:24:09+00:00,0.218783959,0.111290000,349,unclear_entry,adds_with_profit_potential,efficient_take_profit,0.450063822,0.450063822,0.137657099,0.469540846,0.648344102,-0.313171064,0.863668103,-0.591928638,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/2uRdYXZcC6WrsL55aNN3Y22wrT6kHYb3QE3J75F4pump_1m_1777435100_1777437849.json
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6pg9DtWC5zC6ueMFb5GGgeNvBHBgh1oEFidwgvLhpump,profit,4E8dYCQu9WqhNPpoyq2KUrH9vT4TszDSBsEGZk98uAXz8N28LGccL8Q4ssjo1Zp7J54YNpz8NVcEwzBzF5TwiXDE,2026-04-29T04:26:58+00:00,2026-04-29T04:28:00+00:00,0.042968589,0.078462000,62,dip_or_rebound_entry,fast_runup_holding,pullback_take_profit,-0.447240971,-0.447240971,0.716474887,0.101043379,1.688949434,-0.214099195,0.337432624,-0.057534887,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6pg9DtWC5zC6ueMFb5GGgeNvBHBgh1oEFidwgvLhpump_1m_1777435618_1777438080.json
