wallet,mint,first_buy_tx,first_buy_wallet,first_buy_time,last_sell_time,buy_count,sell_count,total_buy_sol,total_sell_sol,average_buy_price_sol,realized_pnl_sol,realized_roi,holding_seconds,is_closed
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DsbxsrYTMmcnHcRBCeSY7Skwh1hmX59MfFZw8GbyQSgv,H2GqA8EkzopVXqJM3daZLhrithrxbeChh9EfWhk5k44ewVMRbqnh2z7kKEKvLSrnRnqtUCDXBnFxrARNjyKsDe2,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:42:30+00:00,2026-04-29T00:45:01+00:00,3,3,1.637176937,1.631516395,0.000000041444,-0.005660542,-0.003458,151,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2UqKMszoGDUZHhuUVPvNdBwYtFZbU7p1sX7czC5RqYnp,3q9TWMUH9jNM2rUdHiGGhgaf7mm9B5oA71WUZKBx63CkqhJq6WG9odUJXCGqE9CrqxVFUkxz5cBigpWjJnACR5xt,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:44:02+00:00,2026-04-29T00:44:42+00:00,1,1,0.499881648,0.456065799,0.000000031386,-0.043815849,-0.087652,40,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,A5zRSfdoXu1H38hWqThyVqNgjNkkawuxVSsY6S6Npump,4grjfqcNmVs8cccjDeWauTwwy2dfYvh4NMRYLjms5GGG8HGNJ5awTHFWTwmAjyMNa9CGK9jib34bKaXdXzh3Jbvt,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:50:43+00:00,2026-04-29T00:50:46+00:00,1,1,0.594274983,0.405482558,0.000000041106,-0.188792425,-0.317685,3,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,GkyokDTp5PMKwkGsRgHnNYKCDUEFpEk5ZEByj6ATpump,64JkFDszG5RuSMdAuqmfJe8yi5HqYgmDcmz344UGULc9SoENR9jDo3zPbfrKRn6LVN1giiAM3wN6PCeBNsTZQMQc,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:52:42+00:00,2026-04-29T00:54:03+00:00,1,1,0.500000001,0.385316039,0.000000037539,-0.114683962,-0.229368,81,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EaDiqtP6CxrRiM6dm19nhURmRS2To9miXEsXF6H4pump,q8UWcw8d4Xkyf7GTuHdL9VrpaTL8c1TmgidC1axqfh1GhZ6JjEE6MdGdGNsdh5JtrC7FCXUCh6CKMFUdbFxUTGL,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:53:01+00:00,2026-04-29T00:53:22+00:00,1,1,0.569940858,0.332995805,0.000000048227,-0.236945053,-0.415736,21,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6PyTxuJWMHdmsSVghjRGAGW7nyB5h6wjf1Av4qGDpump,2DGf81uZnwj8dBo4pc4EwS3YAHpaBjHMUdq7evGjqDrwt3dtmoQafWSsri4dux62Z3567z3bWyuKKqFitw419aZ1,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:54:09+00:00,2026-04-29T00:56:20+00:00,2,2,1.131745258,1.168606598,0.000000050902,0.036861340,0.032570,131,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8ECbaMm53dTDGCj8esZ5GZj9LjW6sWkAzDoNZPz4Wvqw,3uDNyNS9oKiGTbsGMPYES1dGeWf3qYcTobT3Xj3T8yFVW9cogzqdoHPEDz58fXJCP4btoG24DmUv93bkcZTYoqQj,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T00:59:37+00:00,2026-04-29T00:59:37+00:00,1,1,0.098289763,0.124129084,0.000000051056,0.025839321,0.262889,0,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Eh9mnYDDfoJ94dPy8NcbgLEwGgaN1m9Rzdrd3AYPpump,3J4XM8RQwt8HaQf2iExqnRA5LXr5LciVmM89AEs1xALHQ1HJWLg6UKAwm76UDM3c12Vim5N8YJusSXEKf6aM72po,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:33:19+00:00,2026-04-29T01:33:21+00:00,1,1,0.098163011,0.071341966,0.000000039899,-0.026821045,-0.273230,2,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,SG8qZbHXghYUt8qfXi4qMJhmvihixxpkLaWhMXDpump,47ZKivwprGRD2V65D1RouuxzWgmarasUHrteAdezeHN1Bx17iwo7HddLUa8LCi4PZS1F44F8LXrtfDTj9Pj6rAA7,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:34:42+00:00,2026-04-29T01:47:44+00:00,2,2,1.039181462,1.070851186,0.000000083369,0.031669724,0.030476,782,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,4H9qqQLAKmWLiskHdurP3Tx7bmsS1KEWN5Yo8T2Ypump,xLKsZMC1YLrrYaiwg7w64iY1yWtaayrfB4iESV29tcrbpunYKJfJQga9WFUTvcKKGjU3WTDv7YSAuDJvpYHd3sn,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:35:18+00:00,2026-04-29T01:35:37+00:00,1,1,0.466900668,0.314347714,0.000000258713,-0.152552954,-0.326735,19,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5RAZMWd9RiKfodLPQ73cFk4CMoJzTUsATUoRdDThpump,22tdZFviB8uaXJ4rKbh49mpLN2Co5ahoepXS533F232e4MPY5bBteVPdpFihvpujj2cRgvqBat1rRoU4VNmn88dx,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:37:19+00:00,2026-04-29T01:46:15+00:00,3,3,1.499604639,1.533797356,0.000000045584,0.034192717,0.022801,536,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,G76fNn6QnTtQCWtGUKA4H9yQ6YNMn4aPSAeQxb9Jpump,3iyR7uNxPKmCBbozf8kjXroQiZAq7FYNp4MJoaahrdgsJ2sjMBBtb62e4kjE5wLapnBfddJ3VGTkweC93K5cujHj,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:38:51+00:00,2026-04-29T01:44:49+00:00,1,1,0.499850850,1.178161987,0.000000152276,0.678311137,1.357027,358,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CHUGS89iDcdtz14bPY6nKnSQL4DJPTz8y8fLmrBjpump,2o5H1YN36CCXk5g4URy6DB7djjfS32XWJBDfvVu9xG7vvEKF4s67SP2MtvZNCM5huBsnkTab5BdKE2QH85F3dasE,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:41:57+00:00,2026-04-29T01:42:09+00:00,1,1,0.502199356,0.314030099,0.000000063198,-0.188169257,-0.374690,12,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9zr5VVFzpgUf9wnk2a9bkgdZxNXkPJ7XoJXuBidSpump,2thTKZ4okJWDTxDUfZeMrUyxLcsbdNRp6GytFoCRwkxGBy31Rtz2K8vgbiLLXqQu4ADinKgju39QP3cga6b2mX4q,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:43:13+00:00,2026-04-29T01:43:27+00:00,1,1,0.500000001,0.563118426,0.000000054651,0.063118425,0.126237,14,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,AZcVDsjNw2vXgNn34W7aRF49aRtSeKZT5BAN3V5cpump,67TgxEcuG4SRRLvz1t8AyafWB38qx1oiAaFZzJtcMxfZTjodVwA5y6QDLruCb9TT8gP9hx8bVsbJrhinUNLs83Nn,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:44:28+00:00,2026-04-29T01:45:01+00:00,1,1,0.548998332,0.553952177,0.000000045075,0.004953845,0.009023,33,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5nYVDeouoW7ahb1svHewcDcRzexezCmWqJdk4PsApump,48wnAnec773KW5iYbjg9pKDZjVC9rmpThexJ1d6woAoGACnBc3iJjJzZCAo8neTwHyEHdqhg4dqkhd1VN8LUaHWx,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:47:17+00:00,2026-04-29T01:48:34+00:00,1,1,0.534651896,0.710675012,0.000000074147,0.176023116,0.329229,77,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2L33pPAAJkAR23KWv7mR2k2F9KKYhpWt7k2ArwYmpump,3aSdDWKBQNYTw47hbdSK8zwgqqsNJyt8HL9TcUvbsibrQYJTAwcVP56vCvGMk7EiD7ZD9t8Qnt358jyydddnqtJk,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:48:02+00:00,2026-04-29T01:48:23+00:00,1,1,0.534735522,0.554625030,0.000000072958,0.019889508,0.037195,21,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,HqdKyNo2A6852hnYxG8Vfi7jf2n1mgUgBqwBqoUzpump,4ixFhuHB9gC36oS8Fa6Q7G6LMNEt9qW3i76NcwKWVgLXhzB1xbxCwVjdzrXkfe1gAFaiT4PA7YUwW2oEzVFWwGeE,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:51:00+00:00,2026-04-29T01:51:47+00:00,1,1,0.500000001,0.570260854,0.000000030308,0.070260853,0.140522,47,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,ACrkXRxhqapTkNDkz3oZo6mbutTjFAGV2FK81wyWpump,Eh6fYgirm3PWpGdNwUAfk8gz5yDuwD6MHUBgromLodaja7dF5w6tR3q6VkFUeixBHDBhobNDfUR61sLo8ZZdsop,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:51:19+00:00,2026-04-29T01:51:34+00:00,1,1,0.500000001,0.326192132,0.000000055338,-0.173807869,-0.347616,15,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6sN3E4Dk1ZNn1spRcTvvNbfHsxGyPhTKfuDHrgtVpump,2jY6XYVK8ak8EeCU97s8242xnev5kvDjYeoFeVdQdXbNx3RUMJfwqRkn4Kq49NE3DQd3xq2mBzDX3WatynDLMk4z,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:52:44+00:00,2026-04-29T01:56:25+00:00,2,2,1.034033656,1.077003459,0.000000178905,0.042969803,0.041556,221,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CexqKHtGaUWToApCmtsZFBcYfje3YLguWAktSzmGpump,4ZuSearzVexoAtV3oyADdzn1571WVcyx6cLDZ5cmR7pbdLtEbdG1o8Gwt5nesV322wGF35gChvCTfRhxNLN94Dgi,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T01:53:26+00:00,2026-04-29T01:54:11+00:00,1,1,0.098499314,0.097748198,0.000000063871,-0.000751116,-0.007626,45,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5m1edfdkvw82aXrk3VNoLTz4aqjUhMS1WVig6xdNpump,934Ma2ECVH6vzPvp8GTHdRZEyVPpNQYysfdJF8FL7ZnhJRzhFUKN9d9wQJfwnYQ2k2aHcrx8KTcHdQXkKUmzQUn,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:18:24+00:00,2026-04-29T02:19:35+00:00,1,1,0.500065186,0.402434516,0.000000096749,-0.097630670,-0.195236,71,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Gt3pUUGrDrHfJuuhaGM119ick4jXzjhf74RGcJAXpump,2A1gBdfBhoxntP2mwKkYw7UoAPkkB7eU65isy9gKHwds5t8MMHjkf6yH7dwPRy7MkW2jjgxq8yT4tBYxLG12cMVN,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:19:09+00:00,2026-04-29T02:19:09+00:00,1,1,0.097988030,0.094029005,0.000000079127,-0.003959025,-0.040403,0,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,HXYZgD8QoE3oGnXAdw1CztmDTDoygbuRU9ALTdX4pump,fGKRciGfcxWUiSRMWRqGSqbbYmMKP8FKAyw17uZrGyS2oTTv6xdiy4zqpQkF1G8rb4xYvTGn6ihNrQjw96g71jB,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:21:44+00:00,2026-04-29T02:22:41+00:00,1,1,0.499885881,0.512086863,0.000000092544,0.012200982,0.024408,57,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8isjx7oj3fSvtBGqMvA6khNyzVh4uiffTcNciq83pump,35KECiez8Dn1JrU3sfy6FzW8JXf3dwZgE1qEtww19wxEYWEBwEcZCXu9kdQ9jJD5uCwM8uCseBzD6GWoHrAQYkuC,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:24:55+00:00,2026-04-29T02:25:34+00:00,1,1,0.499780073,0.495032161,0.000000049158,-0.004747912,-0.009500,39,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9ch1JqNxqwKgpQnM3EcsTgF7NG8bF44j37wVyuuspump,4xq8hENmjWTu9CCJc6X2crJRhzhzWDaNSBr97QB1vZ9guNbRYWfU87CmRwSrmLoK6c79BFqEpRgtCEJS95ovRFKg,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:25:55+00:00,2026-04-29T02:26:43+00:00,1,1,0.530762182,0.541427068,0.000000032431,0.010664886,0.020094,48,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,At84qbYHxoUcD4ToYhBvh638sHCKznPWkEqQXLYJAhej,4VEbyN328c7kMJsDcRGZYpmifNrqwC9AUkRx8cd8xSLWznd6JUHG4hXze4r95P1npJxZLS6pa1bkbdWeAm97BhXg,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:31:50+00:00,2026-04-29T02:32:00+00:00,1,1,0.500000001,0.298621237,0.000000071164,-0.201378764,-0.402758,10,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,FTnmGjTcvgf4XEBtA4RY1z7jLXaocDQz5amzoSvApump,4QtzixtVjhVcfxZgKYvFpmB55My2TNkzFsZJatGxjDgiRKc3FGkqkzsUMfiqA7FY4Cqc4PeKGHxNR9aPHznSLZGt,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:35:17+00:00,2026-04-29T02:35:39+00:00,1,1,0.568860132,0.400952966,0.000000092904,-0.167907166,-0.295164,22,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,AhkzD6FjZvFqVCALLjDnUuvgsHqsuCrrTKkVrMyWpump,4mjhFkC6HRt7mYAe6imKRPcHTw55C65XbkotAAR92G2cRTLD5NaydmpvFEBXZGL5AcyH4AVm3fw8wVBZ1XegBKXM,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:38:28+00:00,2026-04-29T02:38:33+00:00,1,1,0.098115168,0.070593800,0.000000040823,-0.027521368,-0.280501,5,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9uaNxDribD1UC7MUXQogBVdUscQBVHBuCzh5PrJ5pump,3HEe8eWK6vZEZEQGxKSB8XnBNisNzVRpMVwmSHG4Avgj1iwqs5wewHuG3i3dCQt5MeEEGbgdDNzsEEAyGDMWYobr,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:39:01+00:00,2026-04-29T02:39:30+00:00,1,1,0.461589800,0.481535763,0.000000114588,0.019945963,0.043211,29,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3pbggCjSuDLSB4iQ4v1Uc6HjbMT1hGqBd8AMKNxUpump,2FeydTc3HEzsJuRzk4duavA2nNknUXWi4B4kLNGJJCMn1MAXtFaB4zYLUeWMaJbUGX27Xgj1ztAkYrwH4FEGpsMD,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:45:12+00:00,2026-04-29T02:46:23+00:00,1,2,0.579199160,1.548216934,0.000000044559,0.969017774,1.673030,71,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BCLadqfnJfa8eighgVSRxVTzf9Wgsaqet73478hppump,4CZu4AVgMz6Az4np9kDvtnjRLaJBMgQNGdm5aHTFz55tf6wCA7xLTyXJsvmqhJbjQQoDghKuLjnmHWWQtuzZzRan,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:51:32+00:00,2026-04-29T02:51:41+00:00,1,1,0.510217556,0.365307362,0.000000049115,-0.144910194,-0.284016,9,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,AiPM2M2pFtQ4RJeWccfrK8iTiXaUwdbNZu46HH2Zpump,3Kh7Q5FbkGpj1BCUGs6ywSPumb4qkYxhKfxR1dvY3z2pwd4K7JNwACuSxCd4QsBxzbQNkrvCy5vFgWKNurN5Pnai,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:53:22+00:00,2026-04-29T02:53:47+00:00,1,1,0.553200745,0.373122614,0.000000055193,-0.180078131,-0.325520,25,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,HYwx4DVjHwW74ZvRhkhFuUEtPNoCxw4DmH45Rfpopump,5bapPJYrkb39GK8nSdC4US1DyNnpC6etQPsh2cZPEgFQqfm5x5h7tD3ykK9h2jvc4VUdg6JS6jvjQ6nBcsjbCvGQ,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T02:57:27+00:00,2026-04-29T02:59:03+00:00,2,2,1.041655356,0.851481407,0.000000080544,-0.190173949,-0.182569,96,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2KaLKKUjoFftErGxYAyzocjcvd837yWmBEmjPGFnpump,4dMeLHCyKuyCKbj5b7zFQ8ynQBJLPBnXhrVsWDA83hEXWRXzkZcEadbWGsvQF6zqPWEwKyAjYLH63WbW543avFMk,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T03:00:53+00:00,2026-04-29T03:01:19+00:00,1,1,0.500000001,0.471276711,0.000000053617,-0.028723290,-0.057447,26,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BDDumgWwRv5zynmmjxKALavMAHgPh6UocJRQs6Hmpump,gnDxPc8Er4dzh6kgRqcYrzYZE5pPk6CXvgUcNEFryGN7XHVyeoRog883Rty4YNzFFwEBu2LgBY9VqNSsbsC3z2A,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T03:01:55+00:00,2026-04-29T03:03:56+00:00,1,2,0.611290144,1.716360174,0.000000093356,1.105070030,1.807767,121,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,H6SBg5q554YUFBwh3LqZJgfMxX4eofPdh9RXHFpBpump,3PJFXu8MFGDX7X2YdgwaicvjNWiAm4YV4bhQ5vYU1vXrX9GyeWFmCLTpXpBjNkB8EUZCE5f9aGpNciJKe3d6UEmx,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T03:03:25+00:00,2026-04-29T03:04:34+00:00,1,1,0.605397790,0.910535093,0.000000081408,0.305137303,0.504028,69,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2m4zcPCaAjwjRad8iwNJK89WgYkCAB2RvSfhsWbspump,3XSiHwzZNkL5KwyuKRtTdKTKZ5SyLnctguESDPfjrT6midZpMjpnvNuc4wUa6JaUA8bQqrKhrWS5wKQPGx1wJrg8,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T03:08:31+00:00,2026-04-29T03:08:50+00:00,1,1,0.488720117,0.366849374,0.000000080479,-0.121870743,-0.249367,19,true
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3H3kqqdFWLiJ39FP2u1P7Nw3tsTyCMrB4AX5XRX74YWc,4r2XRXz8SQh1wmcBkCm15u7ib5ykMBBY6CwWoHx1J1XpJ9Q3wcaVDwKBBjoY7yjD6b8c2itDtjoosod6UbWTBxqa,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,2026-04-29T03:10:03+00:00,2026-04-29T03:12:36+00:00,2,2,1.017711556,0.821262761,0.000000085616,-0.196448795,-0.193030,153,true
